"STATION","NAME","DATE","PRCP","SNOW","SNWD","WDF2","WDF5","WSF2","WSF5"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-01","0.04","0.0","0.0","  160","  180","17.0","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-02","0.00","0.0","0.0","  320","  320","19.9","23.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-03","0.00","0.0","0.0","  170","  180","12.1","14.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-04","0.00","0.0","0.0","   30","   60","13.0","16.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-05","0.00","0.0","0.0","  190","  190","17.0","21.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-06","0.00","0.0","0.0","  180","  180","21.9","27.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-07","0.00","0.0","0.0","  180","  190","21.9","29.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-08","0.56","0.0","0.0","   50","   50","19.9","23.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-09","0.04","0.0","0.0","   20","   40","16.1","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-10","0.67","0.0","0.0","  270","  270","25.9","34.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-11","0.00","0.0","0.0","  280","  270","23.9","31.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-12","0.00","0.0","0.0","  190","  190","18.1","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-13","0.00","0.0","0.0","  190","  180","18.1","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-14","0.00","0.0","0.0","   30","  330","18.1","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-15","0.00","0.0","0.0","  360","  360","21.0","25.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-16","0.00","0.0","0.0","  140","  140","13.0","15.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-17","0.00","0.0","0.0","  150","  150","16.1","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-18","0.00","0.0","0.0","  140","  150","21.0","25.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-19","0.03","0.0","0.0","  240","  180","25.1","31.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-20","0.00","0.0","0.0","  360","  350","15.0","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-21","2.13","0.0","0.0","  360","  350","16.1","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-22","2.26","0.0","0.0","  210","  330","19.9","23.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-23","0.73","0.0","0.0","  190","  180","25.1","32.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-24","0.00","0.0","0.0","  250","  300","16.1","19.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-25","0.00","0.0","0.0","  190","  170","14.1","16.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-26","0.00","0.0","0.0","  190","  190","21.0","25.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-27","0.03","0.0","0.0","  300","  300","25.9","33.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-28","0.89","0.0","0.0","   70","   60","25.1","31.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-29","0.00","0.0","0.0","   40","   30","14.1","16.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-30","0.00","0.0","0.0","  190","  190","18.1","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-08-31","0.00","0.0","0.0","  320","  290","16.1","23.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-01","2.56","0.0","0.0","  150","  150","33.1","44.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-02","0.21","0.0","0.0","   10","   10","30.0","38.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-03","0.00","0.0","0.0","  330","  330","18.1","23.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-04","0.00","0.0","0.0","  200","  190","19.9","23.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-05","0.00","0.0","0.0","  180","  180","23.0","28.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-06","0.00","0.0","0.0","  270","  300","21.9","29.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-07","0.00","0.0","0.0","  180","  180","18.1","23.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-08","0.00","0.0","0.0","  180","  170","29.1","36.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-09","0.37","0.0","0.0","  200","  200","16.1","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-10","0.00","0.0","0.0","  340","  340","25.1","32.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-11","0.00","0.0","0.0","  230","  230","18.1","21.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-12","0.00","0.0",,"  240","  230","21.0","27.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-13","0.18","0.0","0.0","  320","  310","25.9","32.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-14","0.00","0.0","0.0","  130","  140","13.0","16.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-15","0.00","0.0","0.0","  180","  180","28.0","35.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-16","0.00","0.0",,"   30","   40","18.1","23.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-17","0.00","0.0","0.0","   60","   50","16.1","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-18","0.00","0.0","0.0","  360","   10","17.0","21.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-19","0.00","0.0","0.0","  360","   30","21.0","25.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-20","0.00","0.0","0.0","  130","  170","15.0","19.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-21","0.03","0.0","0.0","  100","  100","15.0","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-22","0.00","0.0","0.0","  140","  160","18.1","23.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-23","0.66","0.0","0.0","  130","  130","28.0","36.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-24","0.45","0.0","0.0","  320","  320","17.0","19.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-25","0.00","0.0","0.0","  260","  260","14.1","16.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-26","0.00","0.0","0.0","  300","  290","23.0","30.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-27","0.00","0.0","0.0","  200","  200","21.9","27.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-28","0.09","0.0","0.0","  250","  260","19.9","23.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-29","0.00","0.0","0.0","  350","  350","21.9","25.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-09-30","0.00",,,"  330","  320","18.1","25.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-01","0.00","0.0","0.0","  280","  290","15.0","18.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-02","0.00","0.0","0.0","  230","  230","19.9","23.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-03","0.00","0.0","0.0","  210","  230","14.1","16.1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-04","0.02","0.0","0.0","   60","   60","16.1","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-05","0.00","0.0","0.0","   30","   40","16.1","19.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-06","0.00","0.0","0.0",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-07","0.00","0.0","0.0",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-10-08","0.00","0.0","0.0",,,,
